순번,업종명,업소명,도로명주소,지번주소,행정동명,전화번호
191,일반음식점,한우내장탕,대전광역시 서구 신갈마로 142-4 (갈마동),대전광역시 서구 갈마동 379-12 ,갈마1동, 042- 527-5756
192,일반음식점,청석골칡냉면,"대전광역시 서구 남선로59번길 2, 1층 일부호 (탄방동)",대전광역시 서구 탄방동 1256 ,탄방동,042 -478 -7882
193,일반음식점,코끼리분식,대전광역시 서구 월평로 34 (월평동),대전광역시 서구 월평동 1014 ,월평1동,
194,일반음식점,뜨락식당,"대전광역시 서구 둔산로206번길 34, 지하1층 (둔산동)",대전광역시 서구 둔산동 1903 지하1층 ,둔산3동,
195,일반음식점,오페라,대전광역시 서구 탄방로7번길 143 (탄방동),대전광역시 서구 탄방동 1170 ,탄방동,042 -486 -8006
196,일반음식점,장태산 호숫가에서,대전광역시 서구 장안로 354-14 (장안동),대전광역시 서구 장안동 287-6 ,기성동, 042- 581-3303
197,일반음식점,에꿍이치킨월평점,"대전광역시 서구 청사로 70 (월평동,(상가 116호))",대전광역시 서구 월평동 301 (상가 116호) ,월평3동, 042- 483-9995
198,일반음식점,대림식당,"대전광역시 서구 계백로1158번길 104, 1층 일부호 (가수원동)",대전광역시 서구 가수원동 794-4 ,가수원동, 042- 541-4954
199,일반음식점,아리랑해장국식당,대전광역시 서구 도산로 111 (도마동),대전광역시 서구 도마동 99-27 ,도마2동,
200,일반음식점,왕솥뚜껑그래!고기야,대전광역시 서구 월평로 21-1 (월평동),대전광역시 서구 월평동 330 ,월평1동,042 -825 -7920
201,일반음식점,만년주먹구이 월평점,대전광역시 서구 월평로 17-1 (월평동),대전광역시 서구 월평동 327 ,월평1동,
202,일반음식점,정림일식,"대전광역시 서구 정림로 78-14, 1층 (정림동)",대전광역시 서구 정림동 514 1층 ,정림동, 042- 585-5335
203,일반음식점,새벽김밥,"대전광역시 서구 계백로 1166-18 (가수원동,1층)",대전광역시 서구 가수원동 767-2 1층 ,가수원동, 042- 541-9977
204,일반음식점,카츠초,대전광역시 서구 남선로 63 (탄방동),대전광역시 서구 탄방동 1254 ,탄방동,
205,일반음식점,중년식당,대전광역시 서구 정림동로 22-1 (정림동),대전광역시 서구 정림동 131-3 ,도마2동, 042- 585-1187
206,일반음식점,러브,"대전광역시 서구 문정로170번길 39 (둔산동,지하1층)",대전광역시 서구 둔산동 1969 지하1층 ,둔산3동,042 -482 -9998
207,일반음식점,달구지막창,대전광역시 서구 월평중로13번길 9-12 (월평동),대전광역시 서구 월평동 887 ,월평1동, 042- 482-2580
208,일반음식점,텐시,"대전광역시 서구 남선로9번길 63-12, 1층 (탄방동)",대전광역시 서구 탄방동 1004 1층 ,탄방동,
209,일반음식점,다미인,대전광역시 서구 월평중로24번길 21 (월평동),대전광역시 서구 월평동 567 ,월평1동, 042- 485-8510
210,일반음식점,교촌치킨,대전광역시 서구 가장로 129 (가장동),대전광역시 서구 가장동 50-45 ,가장동, 042- 523-4567
211,일반음식점,지코바치킨 만년점,"대전광역시 서구 만년로16번길 27, 1층 (만년동)",대전광역시 서구 만년동 178 1층 ,만년동, 042- 485-9949
212,일반음식점,물통골 가든,대전광역시 서구 길곡길 75-27 (장안동),대전광역시 서구 장안동 266 ,기성동, 042- 585-0752
213,일반음식점,그곳에가면,"대전광역시 서구 문정로170번길 42, 1층 (둔산동)",대전광역시 서구 둔산동 2112 1층 ,둔산3동,042 -482 -9293
214,일반음식점,트리,대전광역시 서구 동서대로 957 (내동),대전광역시 서구 내동 152-4 ,내동,
215,일반음식점,강변식당,"대전광역시 서구 탄방로7번길 33, 지하1층 (탄방동)",대전광역시 서구 탄방동 848 지하1층 ,탄방동,042 -483 -5820
216,일반음식점,남가네식당,"대전광역시 서구 월평새뜸로8번길 48 (월평동,1층)",대전광역시 서구 월평동 1300 1층 ,월평1동, 042- 472-5040
217,일반음식점,전원숯불갈비식당,대전광역시 서구 벌곡로1353번길 17 (가수원동),대전광역시 서구 가수원동 772-3 ,가수원동, 042- 541-3111
218,일반음식점,객잔,"대전광역시 서구 복수동로51번길 58 (복수동,(1층))",대전광역시 서구 복수동 644 (1층) ,복수동,042 -584 -8700
219,일반음식점,흥릉본가,대전광역시 서구 계백로1286번길 36 (정림동),대전광역시 서구 정림동 603 ,도마2동, 042- 581-2244
220,일반음식점,동키치킨괴정점,"대전광역시 서구 괴정로 4, 1층 (괴정동)",대전광역시 서구 괴정동 128-17 1층 ,괴정동, 042- 523-3606
221,일반음식점,굽네치킨둔산1호점,"대전광역시 서구 문정로170번길 157, 1층 (둔산동)",대전광역시 서구 둔산동 2016 ,둔산3동,042 -485 -9255
222,일반음식점,홈런볼포차,대전광역시 서구 계룡로299번길 29 (월평동),대전광역시 서구 월평동 973 ,월평1동,
223,일반음식점,한돈본가,대전광역시 서구 둔산남로180번길 11 (탄방동),대전광역시 서구 탄방동 1241 ,탄방동, 042- 483-6900
224,일반음식점,처갓집양념치킨 둔산녹원점,대전광역시 서구 계룡로491번길 28 (둔산동),대전광역시 서구 둔산동 1235 ,둔산1동, 042- 487-2955
225,일반음식점,자담치킨 탄방점,대전광역시 서구 탄방로7번길 76 (탄방동),대전광역시 서구 탄방동 991 ,탄방동,042 -472 -8333
226,일반음식점,고집불통신닭발,대전광역시 서구 문정로170번길 192 (둔산동),대전광역시 서구 둔산동 1828 ,둔산3동, 042- 485-9848
227,일반음식점,먹쇠,대전광역시 서구 청사로123번길 35 (월평동),대전광역시 서구 월평동 260 ,월평2동, 042- 483-7500
228,일반음식점,흑산도회,대전광역시 서구 대덕대로335번길 23 (월평동),대전광역시 서구 월평동 227 ,월평2동,
229,일반음식점,참숯향생선구이,대전광역시 서구 둔산로74번길 29 (둔산동),대전광역시 서구 둔산동 1211 ,둔산2동,042 -485 -4122
230,일반음식점,멕시카나치킨,"대전광역시 서구 월평동로 45 (월평동,(101호))",대전광역시 서구 월평동 312-1 (101호) ,월평1동, 042- 484-0345
231,일반음식점,왕촌식당,"대전광역시 서구 변동로 47, 1층 일부호 (변동)",대전광역시 서구 변동 30-17 ,변동, 042- 522-1292
232,일반음식점,까투리,"대전광역시 서구 신갈마로 154, 1층 (갈마동)",대전광역시 서구 갈마동 378-1 (378-33) ,갈마1동, 042- 536-0083
233,일반음식점,한가어죽 대전갈마점,"대전광역시 서구 신갈마로 154, 1층 (갈마동)",대전광역시 서구 갈마동 378-1 1층 ,갈마1동,
234,일반음식점,소담족발 서구본점,대전광역시 서구 대덕대로 125 (갈마동),대전광역시 서구 갈마동 1206-1 ,갈마1동,
235,일반음식점,탄방리,대전광역시 서구 문정로150번길 21 (탄방동),대전광역시 서구 탄방동 1211 ,탄방동,
236,일반음식점,진달래반점식당,"대전광역시 서구 월평동로 45, B-4호 (월평동)",대전광역시 서구 월평동 312-1 B-4호,월평3동, 042- 485-9384
237,일반음식점,치락골순대,대전광역시 서구 계룡로509번길 37 (탄방동),대전광역시 서구 탄방동 618 ,탄방동, 042- 482-9915
238,일반음식점,명가동원손칼국수식당,대전광역시 서구 청사서로54번길 11 (월평동),대전광역시 서구 월평동 230 ,월평2동, 042- 484-9075
239,일반음식점,아미고,대전광역시 서구 월평중로13번길 17 (월평동),대전광역시 서구 월평동 894 ,월평1동, 042- 489-6656
240,일반음식점,청수복집,대전광역시 서구 월평중로24번길 21 (월평동),대전광역시 서구 월평동 567 ,월평1동,042 -487 -3338
241,일반음식점,리듬터치,"대전광역시 서구 둔산남로191번길 13, 지하1층 (둔산동)",대전광역시 서구 둔산동 1986 지하1층 ,둔산3동,042 -482 -7080
242,일반음식점,2002돼지마을식당,"대전광역시 서구 괴정로 181 (용문동,1층)",대전광역시 서구 용문동 280-79 1층 ,용문동, 042- 522-3435
243,일반음식점,털보숯불갈비,대전광역시 서구 둔산남로199번길 32 (둔산동),대전광역시 서구 둔산동 2031 ,둔산3동,
244,일반음식점,성수키친,"대전광역시 서구 대덕대로 415 (만년동,상아아파트상가 B-05)",대전광역시 서구 만년동 1 상아아파트상가 B-05 ,만년동, 042- 487-7018
245,일반음식점,오동우가촌식당,대전광역시 서구 벌곡로 214 (오동),"대전광역시 서구 오동 216-2 ,3 ",기성동, 042- 583-5620
246,일반음식점,레브,"대전광역시 서구 월평중로 12 (월평동,지하1층)",대전광역시 서구 월평동 849 지하1층 ,월평1동,
247,일반음식점,진영식당,대전광역시 서구 도산로369번길 17 (용문동),대전광역시 서구 용문동 592-5 ,용문동, 042- 531-8467
248,일반음식점,소망식당,대전광역시 서구 도솔로 222 (변동),대전광역시 서구 변동 71-15 ,변동, 042- 535-5849
249,일반음식점,을왕리조개칼국수,대전광역시 서구 배재로 118 (도마동),대전광역시 서구 도마동 358-5 ,도마2동,
250,일반음식점,구식 도시락,"대전광역시 서구 한밭대로592번길 23 (월평동,(1층))",대전광역시 서구 월평동 550 (1층) ,월평1동,042 -829 -9393
251,일반음식점,두울샤브칼국수,대전광역시 서구 문정로90번길 15 (탄방동),대전광역시 서구 탄방동 789 ,탄방동,
252,일반음식점,비비큐(BBQ)월평역점,"대전광역시 서구 월평중로 8, 1층 (월평동)",대전광역시 서구 월평동 846 ,월평1동,
253,일반음식점,명지식당,"대전광역시 서구 동서대로 1018, 1층 일부호 (내동)",대전광역시 서구 내동 28-16 ,내동,
254,일반음식점,한솥도시락 배재대앞점,대전광역시 서구 배재로 170 (도마동),대전광역시 서구 도마동 25-1 ,도마1동, 042- 532-2238
255,일반음식점,호박꽃,"대전광역시 서구 대덕대로151번길 23 (갈마동,1층)",대전광역시 서구 갈마동 982 1층 ,갈마1동,
256,일반음식점,신당동 옛날떡볶이 식당,대전광역시 서구 문정로170번길 204 (둔산동),대전광역시 서구 둔산동 1833 ,둔산3동, 042- 485-7708
257,일반음식점,경성각,대전광역시 서구 갈마로147번길 51-17 (갈마동),대전광역시 서구 갈마동 1350 ,갈마2동,
258,일반음식점,박통5080막걸리,"대전광역시 서구 청사서로54번길 17 (월평동,(1층))",대전광역시 서구 월평동 229 (1층) ,월평2동, 042- 484-7153
259,일반음식점,대덕닭도리탕,"대전광역시 서구 월평중로13번길 29, 1층 (월평동)",대전광역시 서구 월평동 972 1층 ,월평1동,
260,일반음식점,깐족,"대전광역시 서구 월평중로13번길 9-17, 1층 (월평동)",대전광역시 서구 월평동 876 ,월평1동,
261,일반음식점,테바나카 오또상,대전광역시 서구 월평중로 7-1 (월평동),대전광역시 서구 월평동 867 ,월평1동,042 -486 -7943
262,일반음식점,개장산식당,대전광역시 서구 가수원로7번길 6 (가수원동),대전광역시 서구 가수원동 810-9 ,가수원동, 042- 541-8484
263,일반음식점,숙이네 조개전골 구이 월평점,대전광역시 서구 청사서로54번길 11 (월평동),대전광역시 서구 월평동 230 ,월평2동, 042- 486-6776
264,일반음식점,마라향스토리,대전광역시 서구 월평북로 83 (월평동),대전광역시 서구 월평동 236 ,월평2동,
265,일반음식점,물방아 식당,대전광역시 서구 도솔로 224 (변동),대전광역시 서구 변동 71-54 ,변동, 042- 583-2219
266,일반음식점,우리집 삼식이무침,대전광역시 서구 둔산남로9번길 87 (둔산동),대전광역시 서구 둔산동 1185 ,둔산2동, 042- 483-8889
267,일반음식점,끼리끼리,대전광역시 서구 문정로170번길 193 (둔산동),대전광역시 서구 둔산동 1945 ,둔산3동, 042- 486-9222
268,일반음식점,범이네숯불구이,"대전광역시 서구 대덕대로 159 (갈마동,(1층))",대전광역시 서구 갈마동 1049 (1층) ,갈마2동, 042- 523-3431
269,일반음식점,연우수산회 도매센터,대전광역시 서구 도마5길 45 (도마동),대전광역시 서구 도마동 87-8 ,도마1동, 042- 533-2285
270,일반음식점,한잔더,대전광역시 서구 탄방로 108 (용문동),대전광역시 서구 용문동 241-4 ,용문동, 042- 535-5434
271,일반음식점,우리집식당,대전광역시 서구 대덕대로 150 (갈마동),대전광역시 서구 갈마동 1418 ,갈마2동, 042- 533-6111
272,일반음식점,킹덤포차,대전광역시 서구 장안로 354-20 (장안동),대전광역시 서구 장안동 287-3 ,기성동, 042- 585-0751
273,일반음식점,무쇠집,"대전광역시 서구 조달청길 60, 1층 일부호 (도마동)",대전광역시 서구 도마동 103-10 ,도마2동,
274,일반음식점,김형제고기의철학,"대전광역시 서구 둔산중로46번길 38, 1층 (둔산동)",대전광역시 서구 둔산동 1450 ,둔산1동,042 -485 -3782
275,일반음식점,왔다삼겹살,"대전광역시 서구 신갈마로 141 (갈마동,1층)",대전광역시 서구 갈마동 377-38 1층 ,갈마1동, 042- 522-9212
276,일반음식점,벌곡상회,"대전광역시 서구 도마시장2길 49, 1층 일부호 (도마동)",대전광역시 서구 도마동 133-19 ,도마1동, 042- 582-2217
277,일반음식점,떳다 해물나라,"대전광역시 서구 도솔로 125, 1층 (도마동)",대전광역시 서구 도마동 47-11 1층 ,도마1동,
278,일반음식점,복짜장,"대전광역시 서구 도마5길 6, 1층 (도마동)",대전광역시 서구 도마동 129-1 ,도마1동,
279,일반음식점,청솔생삼겹살타운 식당,대전광역시 서구 남선로9번길 9 (탄방동),대전광역시 서구 탄방동 65-2 ,탄방동, 042- 486-6228
280,일반음식점,정이품,"대전광역시 서구 정림동로7번길 22 (정림동,무지개상가11.12호)",대전광역시 서구 정림동 610 무지개상가11.12호 ,정림동, 042- 585-7561
281,일반음식점,진영식당,대전광역시 서구 정림동로20번길 2 (정림동),대전광역시 서구 정림동 162-3 ,정림동, 042- 581-9227
